year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,origin,dest,air_time,distance,hour,minute,tailnum
2013,11,18,1251.0,1249,2.0,1554.0,1610,-16.0,UA,394,EWR,SFO,343.0,2565,12,49,N521UA
2013,11,18,621.0,630,-9.0,958.0,1018,-20.0,US,495,JFK,PHX,310.0,2153,6,30,N521UW
2013,11,18,756.0,730,26.0,1104.0,1042,22.0,UA,785,EWR,LAX,339.0,2454,7,30,N522UA
2013,11,18,2014.0,1930,44.0,2335.0,2238,57.0,B6,225,JFK,TPA,143.0,1005,19,30,N523JB
2013,11,18,851.0,857,-6.0,1159.0,1210,-11.0,UA,997,EWR,LAX,334.0,2454,8,57,N523UA
2013,11,18,1032.0,1030,2.0,1410.0,1410,0.0,US,679,JFK,PHX,305.0,2153,10,30,N523UW
2013,11,18,754.0,803,-9.0,1039.0,1032,7.0,UA,561,LGA,DEN,245.0,1620,8,3,N524UA
2013,11,18,1500.0,1500,0.0,1727.0,1729,-2.0,UA,745,LGA,DEN,232.0,1620,15,0,N526UA
2013,11,18,1550.0,1600,-10.0,1851.0,1907,-16.0,B6,1117,LGA,TPA,148.0,1010,16,0,N529JB
2013,11,18,2058.0,2105,-7.0,2340.0,11,-31.0,UA,1682,EWR,FLL,143.0,1065,21,5,N53441
2013,11,18,1611.0,1611,0.0,1902.0,1915,-13.0,B6,753,JFK,PBI,142.0,1028,16,11,N534JB
2013,11,18,1310.0,1315,-5.0,,1506,,US,802,EWR,CLT,,529,13,15,N536UW
2013,11,18,1435.0,1429,6.0,1752.0,1737,15.0,B6,301,JFK,FLL,152.0,1069,14,29,N537JB
2013,11,18,924.0,906,18.0,1114.0,1114,0.0,EV,5133,EWR,DTW,89.0,488,9,6,N538CA
2013,11,18,1040.0,1015,25.0,1235.0,1218,17.0,US,893,JFK,CLT,86.0,541,10,15,N543UW
2013,11,18,2122.0,2130,-8.0,2356.0,2359,-3.0,B6,97,JFK,DEN,237.0,1626,21,30,N547JB
2013,11,18,2127.0,2127,0.0,1.0,16,-15.0,UA,475,EWR,IAH,190.0,1400,21,27,N548UA
2013,11,18,726.0,729,-3.0,958.0,1020,-22.0,B6,461,LGA,PBI,133.0,1035,7,29,N554JB
2013,11,18,1554.0,1600,-6.0,1850.0,1903,-13.0,B6,305,EWR,FLL,153.0,1065,16,0,N554JB
2013,11,18,856.0,900,-4.0,1227.0,1235,-8.0,UA,504,JFK,SFO,362.0,2586,9,0,N555UA
2013,11,18,838.0,845,-7.0,1144.0,1206,-22.0,B6,795,JFK,AUS,222.0,1521,8,45,N556JB
2013,11,18,2030.0,2039,-9.0,43.0,2355,48.0,B6,1205,JFK,PDX,364.0,2454,20,39,N556JB
2013,11,18,1039.0,1021,18.0,1320.0,1325,-5.0,B6,1,JFK,FLL,143.0,1069,10,21,N558JB
2013,11,18,757.0,759,-2.0,1127.0,1133,-6.0,UA,281,EWR,SFO,357.0,2565,7,59,N558UA
2013,11,18,1122.0,1130,-8.0,1321.0,1332,-11.0,US,707,LGA,CLT,89.0,544,11,30,N559UW
2013,11,18,1703.0,1704,-1.0,1906.0,1908,-2.0,US,894,LGA,CLT,96.0,544,17,4,N560UW
2013,11,18,2156.0,2150,6.0,31.0,36,-5.0,B6,1183,JFK,MCO,130.0,944,21,50,N561JB
2013,11,18,923.0,900,23.0,1045.0,1035,10.0,UA,235,LGA,ORD,120.0,733,9,0,N561UA
2013,11,18,1048.0,1030,18.0,1335.0,1324,11.0,B6,925,JFK,TPA,146.0,1005,10,30,N562JB
2013,11,18,710.0,710,0.0,1037.0,1029,8.0,UA,418,EWR,SFO,361.0,2565,7,10,N562UA
2013,11,18,1251.0,1259,-8.0,1442.0,1501,-19.0,US,1791,LGA,CLT,90.0,544,12,59,N563UW
2013,11,18,610.0,615,-5.0,808.0,817,-9.0,US,1772,JFK,CLT,91.0,541,6,15,N564UW
2013,11,18,551.0,600,-9.0,831.0,856,-25.0,B6,371,LGA,FLL,142.0,1076,6,0,N565JB
2013,11,18,1309.0,1315,-6.0,1605.0,1630,-25.0,B6,1639,LGA,RSW,158.0,1080,13,15,N565JB
2013,11,18,2047.0,2045,2.0,23.0,2359,24.0,B6,1295,JFK,AUS,223.0,1521,20,45,N565JB
2013,11,18,1444.0,1450,-6.0,1658.0,1649,9.0,US,1995,LGA,CLT,93.0,544,14,50,N565UW
2013,11,18,1817.0,1818,-1.0,2117.0,2131,-14.0,UA,362,EWR,SNA,332.0,2434,18,18,N566UA
2013,11,18,949.0,953,-4.0,1239.0,1256,-17.0,B6,5,EWR,FLL,144.0,1065,9,53,N568JB
2013,11,18,1727.0,1735,-8.0,2010.0,2027,-17.0,B6,327,EWR,MCO,133.0,937,17,35,N568JB
2013,11,18,1702.0,1700,2.0,2039.0,2035,4.0,UA,512,JFK,SFO,367.0,2586,17,0,N568UA
2013,11,18,753.0,635,78.0,1025.0,903,82.0,UA,245,EWR,DEN,243.0,1605,6,35,N569UA
2013,11,18,743.0,746,-3.0,1030.0,1050,-20.0,B6,163,JFK,SRQ,152.0,1041,7,46,N570JB
2013,11,18,1457.0,1455,2.0,2002.0,1949,13.0,B6,703,JFK,SJU,188.0,1598,14,55,N570JB
2013,11,18,1635.0,1630,5.0,1931.0,1915,16.0,UA,1178,EWR,IAH,214.0,1400,16,30,N57111
2013,11,18,553.0,600,-7.0,,854,,B6,605,EWR,FLL,,1065,6,0,N571JB
2013,11,18,1511.0,1515,-4.0,1800.0,1810,-10.0,AA,320,EWR,DFW,206.0,1372,15,15,N573AA
2013,11,18,1630.0,1432,118.0,1947.0,1759,108.0,UA,1583,EWR,SFO,355.0,2565,14,32,N57862
2013,11,18,645.0,650,-5.0,915.0,919,-4.0,UA,343,LGA,DEN,243.0,1620,6,50,N578UA
2013,11,18,1418.0,1419,-1.0,1656.0,1714,-18.0,B6,561,LGA,PBI,143.0,1035,14,19,N579JB
2013,11,18,2124.0,2130,-6.0,10.0,18,-8.0,B6,1371,LGA,FLL,146.0,1076,21,30,N579JB
2013,11,18,607.0,615,-8.0,857.0,913,-16.0,UA,288,EWR,FLL,145.0,1065,6,15,N579UA
2013,11,18,1417.0,1420,-3.0,1634.0,1644,-10.0,UA,391,EWR,DEN,238.0,1605,14,20,N579UA
2013,11,18,1719.0,1724,-5.0,1943.0,1953,-10.0,UA,509,LGA,DEN,239.0,1620,17,24,N580UA
2013,11,18,1851.0,1855,-4.0,2028.0,2035,-7.0,AA,359,LGA,ORD,123.0,733,18,55,N581AA
2013,11,18,804.0,810,-6.0,934.0,954,-20.0,EV,5463,LGA,BNA,117.0,764,8,10,N582CA
2013,11,18,655.0,701,-6.0,829.0,831,-2.0,B6,2702,JFK,BUF,72.0,301,7,1,N583JB
2013,11,18,1857.0,1830,27.0,2136.0,2124,12.0,B6,183,JFK,MCO,133.0,944,18,30,N585JB
2013,11,18,859.0,900,-1.0,1215.0,1210,5.0,B6,189,JFK,SAN,348.0,2446,9,0,N586JB
2013,11,18,854.0,900,-6.0,1130.0,1206,-36.0,B6,1701,JFK,FLL,142.0,1069,9,0,N587JB
2013,11,18,1630.0,1629,1.0,1919.0,1932,-13.0,B6,1161,LGA,PBI,145.0,1035,16,29,N587JB
2013,11,18,829.0,800,29.0,1156.0,1136,20.0,UA,397,JFK,SFO,362.0,2586,8,0,N588UA
2013,11,18,1348.0,1400,-12.0,1634.0,1646,-12.0,B6,927,EWR,MCO,143.0,937,14,0,N589JB
2013,11,18,1757.0,1759,-2.0,2100.0,2123,-23.0,UA,535,JFK,LAX,341.0,2475,17,59,N589UA
2013,11,18,637.0,639,-2.0,959.0,1002,-3.0,UA,398,JFK,LAX,348.0,2475,6,39,N590UA
2013,11,18,1840.0,1849,-9.0,2228.0,2209,19.0,B6,263,JFK,SEA,376.0,2422,18,49,N592JB
2013,11,18,1655.0,1659,-4.0,2033.0,2034,-1.0,B6,167,JFK,OAK,367.0,2576,16,59,N593JB
2013,11,18,1115.0,1119,-4.0,1427.0,1432,-5.0,UA,703,JFK,LAX,342.0,2475,11,19,N595UA
2013,11,18,556.0,600,-4.0,929.0,933,-4.0,UA,303,JFK,SFO,369.0,2586,6,0,N596UA
2013,11,18,1944.0,1830,74.0,10.0,2206,124.0,UA,389,JFK,SFO,377.0,2586,18,30,N596UA
2013,11,18,1528.0,1530,-2.0,1919.0,1905,14.0,UA,257,JFK,SFO,356.0,2586,15,30,N597UA
2013,11,18,729.0,730,-1.0,1207.0,1220,-13.0,B6,1289,EWR,SJU,189.0,1608,7,30,N598JB
2013,11,18,1447.0,1455,-8.0,1828.0,1819,9.0,UA,841,JFK,LAX,315.0,2475,14,55,N598UA
2013,11,18,1010.0,1015,-5.0,1342.0,1342,0.0,US,604,EWR,PHX,304.0,2133,10,15,N601AW
2013,11,18,827.0,830,-3.0,1012.0,1013,-1.0,9E,2926,JFK,ORD,134.0,740,8,30,N601LR
2013,11,18,1619.0,1625,-6.0,1809.0,1822,-13.0,9E,2933,JFK,RDU,74.0,427,16,25,N601LR
2013,11,18,817.0,820,-3.0,1005.0,1021,-16.0,US,409,EWR,CLT,89.0,529,8,20,N602AW
2013,11,18,757.0,800,-3.0,1026.0,1034,-8.0,9E,2924,JFK,MSY,179.0,1182,8,0,N602LR
2013,11,18,1621.0,1625,-4.0,1753.0,1754,-1.0,9E,2904,JFK,BOS,37.0,187,16,25,N602LR
2013,11,18,1627.0,1630,-3.0,1954.0,1957,-3.0,US,516,EWR,PHX,306.0,2133,16,30,N604AW
2013,11,18,841.0,830,11.0,953.0,955,-2.0,9E,2912,JFK,DCA,54.0,213,8,30,N605LR
2013,11,18,2355.0,2359,-4.0,420.0,437,-17.0,B6,839,JFK,BQN,179.0,1576,23,59,N606JB
2013,11,18,2028.0,2033,-5.0,2154.0,2206,-12.0,FL,1159,LGA,CAK,67.0,397,20,33,N607AT
2013,11,18,655.0,705,-10.0,1141.0,1156,-15.0,B6,3,JFK,SJU,192.0,1598,7,5,N607JB
2013,11,18,1644.0,1650,-6.0,1947.0,2002,-15.0,B6,89,JFK,SAN,341.0,2446,16,50,N607JB
2013,11,18,632.0,635,-3.0,912.0,929,-17.0,B6,525,JFK,TPA,142.0,1005,6,35,N608JB
2013,11,18,1749.0,1759,-10.0,2020.0,2053,-33.0,B6,299,LGA,MCO,136.0,950,17,59,N612JB
2013,11,18,1942.0,1855,47.0,2219.0,2150,29.0,B6,543,EWR,PBI,138.0,1023,18,55,N615JB
2013,11,18,750.0,800,-10.0,1050.0,1111,-21.0,B6,1511,EWR,RSW,154.0,1068,8,0,N621JB
2013,11,18,1524.0,1529,-5.0,1823.0,1825,-2.0,B6,573,EWR,TPA,151.0,997,15,29,N621JB
2013,11,18,1303.0,1300,3.0,1614.0,1605,9.0,VX,165,EWR,LAX,352.0,2454,13,0,N621VA
2013,11,18,1651.0,1313,218.0,1941.0,1609,212.0,B6,505,EWR,FLL,143.0,1065,13,13,N623JB
2013,11,18,1650.0,1655,-5.0,2014.0,2015,-1.0,VX,413,JFK,LAX,354.0,2475,16,55,N623VA
2013,11,18,1645.0,1645,0.0,1954.0,2014,-20.0,DL,477,JFK,LAX,342.0,2475,16,45,N624AG
2013,11,18,1028.0,1030,-2.0,1356.0,1355,1.0,VX,187,EWR,SFO,367.0,2565,10,30,N624VA
2013,11,18,2042.0,2005,37.0,1.0,2310,51.0,B6,1201,JFK,FLL,145.0,1069,20,5,N625JB
2013,11,18,909.0,915,-6.0,1227.0,1230,-3.0,VX,407,JFK,LAX,355.0,2475,9,15,N625VA
2013,11,18,701.0,700,1.0,1025.0,1015,10.0,VX,399,JFK,LAX,356.0,2475,7,0,N626VA
2013,11,18,958.0,947,11.0,1421.0,1430,-9.0,B6,403,JFK,SJU,182.0,1598,9,47,N627JB
2013,11,18,1952.0,2000,-8.0,2324.0,2303,21.0,B6,65,JFK,ABQ,263.0,1826,20,0,N627JB
2013,11,18,1721.0,1729,-8.0,2051.0,2105,-14.0,VX,193,EWR,SFO,370.0,2565,17,29,N627VA
2013,11,18,1054.0,1045,9.0,1444.0,1410,34.0,VX,23,JFK,SFO,373.0,2586,10,45,N628VA
2013,11,18,1720.0,1725,-5.0,2033.0,2040,-7.0,VX,169,EWR,LAX,352.0,2454,17,25,N629VA
2013,11,18,1923.0,1932,-9.0,43.0,28,15.0,B6,803,JFK,SJU,186.0,1598,19,32,N633JB
2013,11,18,1051.0,1059,-8.0,1342.0,1405,-23.0,B6,971,LGA,FLL,147.0,1076,10,59,N635JB
2013,11,18,1828.0,1830,-2.0,2153.0,2205,-12.0,B6,669,JFK,SJC,364.0,2569,18,30,N637JB
2013,11,18,1213.0,1220,-7.0,1325.0,1335,-10.0,B6,1386,JFK,ROC,51.0,264,12,20,N638JB
2013,11,18,2333.0,2255,38.0,33.0,2356,37.0,B6,718,JFK,BOS,37.0,187,22,55,N638JB
2013,11,18,1631.0,1629,2.0,1917.0,1926,-9.0,B6,283,JFK,MCO,140.0,944,16,29,N639JB
2013,11,18,2350.0,2359,-9.0,431.0,445,-14.0,B6,745,JFK,PSE,191.0,1617,23,59,N639JB
2013,11,18,1638.0,1630,8.0,2015.0,2010,5.0,VX,27,JFK,SFO,368.0,2586,16,30,N639VA
2013,11,18,855.0,900,-5.0,1143.0,1157,-14.0,B6,27,EWR,MCO,134.0,937,9,0,N641JB
2013,11,18,1255.0,1300,-5.0,1626.0,1610,16.0,VX,411,JFK,LAX,350.0,2475,13,0,N642VA
2013,11,18,1724.0,1730,-6.0,2033.0,2046,-13.0,B6,359,JFK,BUR,354.0,2465,17,30,N644JB
2013,11,18,1217.0,1230,-13.0,1458.0,1516,-18.0,B6,127,EWR,MCO,133.0,937,12,30,N646JB
2013,11,18,1404.0,1406,-2.0,1709.0,1722,-13.0,B6,895,JFK,AUS,228.0,1521,14,6,N649JB
2013,11,18,1601.0,1530,31.0,1906.0,1829,37.0,B6,83,JFK,MCO,143.0,944,15,30,N652JB
2013,11,18,1348.0,1355,-7.0,1705.0,1715,-10.0,US,686,EWR,PHX,296.0,2133,13,55,N653AW
2013,11,18,1730.0,1730,0.0,1934.0,1928,6.0,US,687,EWR,CLT,97.0,529,17,30,N654AW
2013,11,18,1855.0,1858,-3.0,2141.0,2150,-9.0,B6,711,JFK,LAS,324.0,2248,18,58,N657JB
2013,11,18,1718.0,1721,-3.0,2048.0,2055,-7.0,B6,415,JFK,SFO,367.0,2586,17,21,N658JB
2013,11,18,926.0,930,-4.0,1524.0,1530,-6.0,UA,15,EWR,HNL,636.0,4963,9,30,N66057
2013,11,18,1323.0,1315,8.0,1646.0,1657,-11.0,US,456,JFK,PHX,297.0,2153,13,15,N660AW
2013,11,18,1058.0,1100,-2.0,1331.0,1332,-1.0,DL,1647,LGA,ATL,114.0,762,11,0,N660DL
2013,11,18,555.0,600,-5.0,817.0,846,-29.0,B6,583,JFK,MCO,128.0,944,6,0,N661JB
2013,11,18,1245.0,1245,0.0,1522.0,1537,-15.0,B6,383,JFK,MCO,138.0,944,12,45,N661JB
2013,11,18,1952.0,2001,-9.0,2307.0,2252,15.0,B6,883,JFK,MCO,135.0,944,20,1,N661JB
2013,11,18,854.0,900,-6.0,1007.0,1022,-15.0,B6,586,JFK,ROC,53.0,264,9,0,N662JB
2013,11,18,1245.0,1158,47.0,1540.0,1506,34.0,B6,1129,JFK,RSW,154.0,1074,11,58,N662JB
2013,11,18,1944.0,1940,4.0,2224.0,2243,-19.0,B6,1271,LGA,FLL,145.0,1076,19,40,N662JB
2013,11,18,805.0,811,-6.0,1038.0,1106,-28.0,B6,1783,JFK,MCO,136.0,944,8,11,N663JB
2013,11,18,743.0,745,-2.0,1030.0,1042,-12.0,UA,559,EWR,IAH,201.0,1400,7,45,N666UA
2013,11,18,1139.0,1145,-6.0,1421.0,1433,-12.0,UA,1180,EWR,MCO,139.0,937,11,45,N67134
2013,11,18,1922.0,1930,-8.0,2325.0,2300,25.0,DL,1768,JFK,SLC,285.0,1990,19,30,N676DL
2013,11,18,801.0,815,-14.0,1102.0,1052,10.0,DL,1429,JFK,LAS,330.0,2248,8,15,N684DA
2013,11,18,512.0,515,-3.0,752.0,808,-16.0,UA,1452,EWR,IAH,196.0,1400,5,15,N68802
2013,11,18,857.0,900,-3.0,1220.0,1215,5.0,DL,422,JFK,LAX,353.0,2475,9,0,N703TW
2013,11,18,556.0,600,-4.0,702.0,659,3.0,US,2167,LGA,DCA,41.0,214,6,0,N703UW
2013,11,18,949.0,1000,-11.0,1059.0,1120,-21.0,US,2175,LGA,DCA,45.0,214,10,0,N703UW
2013,11,18,1354.0,1400,-6.0,1501.0,1515,-14.0,US,2183,LGA,DCA,43.0,214,14,0,N703UW
2013,11,18,1315.0,1315,0.0,1443.0,1445,-2.0,WN,2868,EWR,BNA,125.0,748,13,15,N704SW
2013,11,18,929.0,855,34.0,1400.0,1345,15.0,DL,301,JFK,SJU,178.0,1598,8,55,N705TW
2013,11,18,1853.0,1900,-7.0,2247.0,2251,-4.0,DL,434,JFK,SFO,366.0,2586,19,0,N705TW
2013,11,18,1649.0,1635,14.0,2029.0,1952,37.0,B6,423,JFK,LAX,360.0,2475,16,35,N706JB
2013,11,18,1553.0,1600,-7.0,1949.0,1947,2.0,DL,409,JFK,SFO,366.0,2586,16,0,N706TW
2013,11,18,746.0,745,1.0,1109.0,1058,11.0,DL,183,JFK,SEA,360.0,2422,7,45,N707TW
2013,11,18,1734.0,1740,-6.0,2057.0,2118,-21.0,B6,135,JFK,PHX,304.0,2153,17,40,N709JB
2013,11,18,1555.0,1557,-2.0,1930.0,1927,3.0,DL,467,JFK,SLC,287.0,1990,15,57,N709TW
2013,11,18,936.0,940,-4.0,1133.0,1157,-24.0,EV,4880,LGA,MEM,143.0,963,9,40,N710EV
2013,11,18,657.0,700,-3.0,804.0,809,-5.0,US,2169,LGA,DCA,43.0,214,7,0,N710UW
2013,11,18,1051.0,1100,-9.0,1200.0,1214,-14.0,US,2177,LGA,DCA,49.0,214,11,0,N710UW
2013,11,18,1459.0,1500,-1.0,1602.0,1619,-17.0,US,2185,LGA,DCA,45.0,214,15,0,N710UW
2013,11,18,1858.0,1900,-2.0,2011.0,2018,-7.0,US,2193,LGA,DCA,48.0,214,19,0,N710UW
2013,11,18,1200.0,1200,0.0,1511.0,1520,-9.0,DL,423,JFK,LAX,341.0,2475,12,0,N711ZX
2013,11,18,850.0,855,-5.0,958.0,1025,-27.0,EV,5220,LGA,ROC,45.0,254,8,55,N713EV
2013,11,18,1317.0,1325,-8.0,1456.0,1527,-31.0,EV,5299,LGA,MEM,140.0,963,13,25,N713EV
2013,11,18,,900,,,1042,,EV,5099,LGA,ORF,,296,9,0,N713EV
2013,11,18,955.0,1000,-5.0,1326.0,1333,-7.0,DL,469,JFK,SFO,366.0,2586,10,0,N713TW
2013,11,18,1837.0,1830,7.0,2129.0,2138,-9.0,B6,201,JFK,FLL,146.0,1069,18,30,N715JB
2013,11,18,758.0,800,-2.0,1041.0,1053,-12.0,DL,1959,JFK,MCO,133.0,944,8,0,N717TW
2013,11,18,1507.0,1500,7.0,1831.0,1830,1.0,DL,419,JFK,SEA,356.0,2422,15,0,N717TW
2013,11,18,655.0,700,-5.0,1039.0,1037,2.0,DL,430,JFK,SFO,371.0,2586,7,0,N718TW
2013,11,18,,2100,,,2239,,EV,5048,LGA,RIC,,292,21,0,N719EV
2013,11,18,,1326,,,1524,,EV,5437,LGA,CMH,,479,13,26,N719EV
2013,11,18,1254.0,1259,-5.0,1436.0,1511,-35.0,EV,5207,LGA,CLT,89.0,544,12,59,N720EV
2013,11,18,1854.0,1800,54.0,2021.0,1944,37.0,EV,5451,LGA,PIT,64.0,335,18,0,N720EV
2013,11,18,705.0,700,5.0,1041.0,1020,21.0,DL,1415,JFK,SLC,289.0,1990,7,0,N721TW
2013,11,18,1842.0,1830,12.0,2236.0,2200,36.0,DL,442,JFK,SEA,350.0,2422,18,30,N721TW
2013,11,18,1018.0,1012,6.0,1149.0,1155,-6.0,EV,5149,LGA,RIC,59.0,292,10,12,N722EV
2013,11,18,1508.0,1435,33.0,1636.0,1625,11.0,EV,5391,LGA,MSN,119.0,812,14,35,N722EV
2013,11,18,2039.0,1935,64.0,2153.0,2132,21.0,EV,5287,LGA,MSN,120.0,812,19,35,N722EV
2013,11,18,1823.0,1825,-2.0,2048.0,2104,-16.0,DL,87,JFK,ATL,115.0,760,18,25,N722TW
2013,11,18,1314.0,1200,74.0,1505.0,1424,41.0,EV,5333,LGA,CHS,90.0,641,12,0,N723EV
2013,11,18,1805.0,1621,104.0,2013.0,1839,94.0,EV,5601,LGA,CLT,83.0,544,16,21,N723EV
2013,11,18,2257.0,2159,58.0,1.0,2322,39.0,EV,5311,LGA,BGR,48.0,378,21,59,N723EV
2013,11,18,1253.0,1300,-7.0,1642.0,1631,11.0,DL,432,JFK,SFO,373.0,2586,13,0,N723TW
2013,11,18,1610.0,1549,21.0,1907.0,1859,8.0,UA,1023,EWR,RSW,160.0,1068,15,49,N72405
2013,11,18,1833.0,1725,68.0,2039.0,1959,40.0,EV,5298,LGA,OMA,167.0,1148,17,25,N724EV
2013,11,18,11.0,2359,12.0,431.0,440,-9.0,B6,1503,JFK,SJU,187.0,1598,23,59,N729JB
2013,11,18,837.0,842,-5.0,1118.0,1141,-23.0,B6,1025,JFK,TPA,146.0,1005,8,42,N729JB
2013,11,18,1104.0,1056,8.0,1234.0,1230,4.0,EV,5309,LGA,BGR,55.0,378,10,56,N730EV
2013,11,18,1525.0,1529,-4.0,1637.0,1657,-20.0,EV,5455,LGA,SYR,36.0,198,15,29,N730EV
2013,11,18,1915.0,1845,30.0,2033.0,2026,7.0,EV,5274,LGA,BNA,114.0,764,18,45,N730EV
2013,11,18,545.0,545,0.0,828.0,835,-7.0,UA,1500,LGA,IAH,198.0,1416,5,45,N73270
2013,11,18,1319.0,1325,-6.0,1607.0,1626,-19.0,UA,1164,EWR,FLL,149.0,1065,13,25,N73275
2013,11,18,957.0,959,-2.0,1233.0,1245,-12.0,UA,1110,EWR,LAS,315.0,2227,9,59,N73406
2013,11,18,1247.0,1245,2.0,1423.0,1435,-12.0,WN,1880,LGA,STL,141.0,888,12,45,N734SA
2013,11,18,1658.0,1700,-2.0,1824.0,1840,-16.0,WN,2960,LGA,BNA,124.0,764,17,0,N737JW
2013,11,18,1800.0,1635,85.0,1919.0,1810,69.0,EV,5293,LGA,ORF,52.0,296,16,35,N738EV
2013,11,18,841.0,843,-2.0,1025.0,1051,-26.0,US,2071,LGA,CLT,86.0,544,8,43,N741UW
2013,11,18,754.0,800,-6.0,900.0,915,-15.0,US,2171,LGA,DCA,48.0,214,8,0,N742PS
2013,11,18,1152.0,1200,-8.0,1251.0,1315,-24.0,US,2179,LGA,DCA,41.0,214,12,0,N742PS
2013,11,18,1555.0,1600,-5.0,1718.0,1719,-1.0,US,2187,LGA,DCA,49.0,214,16,0,N742PS
2013,11,18,1952.0,2000,-8.0,2100.0,2119,-19.0,US,2195,LGA,DCA,49.0,214,20,0,N742PS
2013,11,18,958.0,1005,-7.0,1151.0,1212,-21.0,US,1711,LGA,CLT,87.0,544,10,5,N744P
2013,11,18,956.0,1000,-4.0,1246.0,1245,1.0,B6,411,JFK,LAS,320.0,2248,10,0,N746JB
2013,11,18,553.0,600,-7.0,654.0,701,-7.0,US,2134,LGA,BOS,40.0,184,6,0,N746UW
2013,11,18,,910,,,1130,,EV,5443,LGA,CLT,,544,9,10,N748EV
2013,11,18,853.0,900,-7.0,1000.0,1023,-23.0,US,2173,LGA,DCA,46.0,214,9,0,N749US
2013,11,18,1251.0,1300,-9.0,1356.0,1413,-17.0,US,2181,LGA,DCA,46.0,214,13,0,N749US
2013,11,18,1654.0,1700,-6.0,1755.0,1819,-24.0,US,2189,LGA,DCA,43.0,214,17,0,N749US
2013,11,18,2054.0,2100,-6.0,2208.0,2214,-6.0,US,2197,LGA,DCA,49.0,214,21,0,N749US
2013,11,18,838.0,845,-7.0,,1206,,EV,4935,LGA,SRQ,,1047,8,45,N751EV
2013,11,18,,1955,,,2146,,EV,5038,LGA,BHM,,866,19,55,N751EV
2013,11,18,1209.0,1145,24.0,1332.0,1315,17.0,WN,172,LGA,MDW,118.0,725,11,45,N751SW
2013,11,18,1631.0,1505,86.0,1827.0,1735,52.0,EV,5199,LGA,CHS,93.0,641,15,5,N752EV
2013,11,18,2159.0,2110,49.0,2340.0,2306,34.0,EV,4885,LGA,ILM,75.0,500,21,10,N752EV
2013,11,18,,805,,,959,,EV,5242,LGA,GSO,,461,8,5,N752EV
2013,11,18,,1300,,,1434,,EV,5378,LGA,PIT,,335,13,0,N752EV
2013,11,18,1600.0,1555,5.0,1742.0,1740,2.0,EV,5091,LGA,PIT,63.0,335,15,55,N753EV
2013,11,18,859.0,901,-2.0,1207.0,1157,10.0,UA,1170,EWR,FLL,145.0,1065,9,1,N75428
2013,11,18,1729.0,1729,0.0,2059.0,2111,-12.0,UA,1212,EWR,SFO,365.0,2565,17,29,N75428
2013,11,18,1924.0,1932,-8.0,2209.0,2234,-25.0,UA,1269,EWR,PBI,143.0,1023,19,32,N75432
2013,11,18,746.0,743,3.0,1214.0,1230,-16.0,UA,1216,EWR,SJU,186.0,1608,7,43,N75436
2013,11,18,1207.0,1100,67.0,1349.0,1253,56.0,EV,5417,EWR,DTW,82.0,488,11,0,N754EV
2013,11,18,1111.0,1115,-4.0,1235.0,1252,-17.0,EV,5273,LGA,PIT,60.0,335,11,15,N755EV
2013,11,18,1837.0,1840,-3.0,1943.0,1959,-16.0,US,2039,LGA,PHL,47.0,96,18,40,N757UW
2013,11,18,855.0,900,-5.0,1016.0,1034,-18.0,UA,1030,EWR,ORD,120.0,719,9,0,N75851
2013,11,18,1829.0,1829,0.0,2021.0,2044,-23.0,EV,5268,LGA,CLT,85.0,544,18,29,N759EV
2013,11,18,,1057,,,1229,,EV,5346,LGA,ROC,,254,10,57,N759EV
2013,11,18,1342.0,1345,-3.0,1638.0,1640,-2.0,UA,1098,EWR,IAH,204.0,1400,13,45,N76055
2013,11,18,1955.0,1905,50.0,2107.0,2040,27.0,EV,5383,LGA,ROC,46.0,254,19,5,N760EV
2013,11,18,624.0,630,-6.0,928.0,938,-10.0,B6,929,JFK,RSW,159.0,1074,6,30,N760JB
2013,11,18,1354.0,1359,-5.0,1705.0,1714,-9.0,B6,213,JFK,LGB,355.0,2465,13,59,N760JB
2013,11,18,615.0,615,0.0,910.0,935,-25.0,WN,16,EWR,HOU,219.0,1411,6,15,N760SW
2013,11,18,1556.0,1559,-3.0,1721.0,1732,-11.0,UA,1572,EWR,ORD,118.0,719,15,59,N76254
2013,11,18,917.0,845,32.0,1210.0,1201,9.0,UA,1025,LGA,IAH,211.0,1416,8,45,N76269
2013,11,18,2015.0,2019,-4.0,2320.0,2345,-25.0,UA,1224,EWR,LAX,345.0,2454,20,19,N76269
2013,11,18,1801.0,1800,1.0,2038.0,2037,1.0,DL,926,EWR,ATL,115.0,746,18,0,N762NC
2013,11,18,1222.0,1205,17.0,1346.0,1330,16.0,WN,483,EWR,MDW,120.0,711,12,5,N764SW
2013,11,18,1803.0,1800,3.0,1918.0,1919,-1.0,US,2191,LGA,DCA,50.0,214,18,0,N764US
2013,11,18,1526.0,1500,26.0,1650.0,1641,9.0,UA,1198,LGA,ORD,120.0,733,15,0,N76504
2013,11,18,1626.0,1630,-4.0,1904.0,1923,-19.0,UA,1593,EWR,MCO,138.0,937,16,30,N76508
2013,11,18,1801.0,1804,-3.0,2131.0,2135,-4.0,UA,1481,EWR,PHX,304.0,2133,18,4,N76514
2013,11,18,839.0,720,79.0,1128.0,1024,64.0,UA,1456,LGA,IAH,213.0,1416,7,20,N76522
